x,y,z
0.0051683,0.055047,0.052185
0.0092014,0.00059675,0.098633
0.0064904,0.063833,0.077005
0.010031,0.043498,0.10152
0.0073997,0.0013393,0.0476
0.0069004,0.064284,0.070024
0.005431,0.062676,0.039767
0.0050689,0.056149,0.025133
0.0076387,0.026987,0.024608
0.0076576,0.06226,0.01978
0.0064453,0.04299,0.08768
0.0050198,0.055273,0.032046
0.0066325,0.054603,0.03154
0.0030004,0.013711,0.085723
0.0046194,0.037784,0.029284
0.0076121,0.02032,0.026251
0.0095523,0.062138,0.090958
0.0061372,0.0010999,0.05335
0.0064494,0.050481,0.033586
0.0048393,0.029346,0.015047
0.0073867,0.062937,0.069651
0.0091373,0.036566,0.095753
0.010562,0.059855,0.095971
0.0042026,0.056537,0.010193
0.0071964,0.039574,0.042382
0.011013,0.055731,0.10182
0.0062122,0.014851,0.025677
0.0056042,0.031035,0.012166
0.006697,0.061933,0.034605
0.0059632,0.0040466,0.1245
0.0067148,0.03316,0.028945
0.0082086,0.035115,0.088133
0.010316,0.042036,0.10384
0.010522,0.015511,0.12228
0.010928,0.011254,0.12393
0.0043013,0.014405,0.026007
0.0066792,0.068376,0.03862
0.0073743,0.036673,0.027119
0.0072202,0.058869,0.036422
0.0070283,0.04211,0.083509
0.0063322,0.05668,0.067221
0.007645,0.065982,0.06853
0.0099609,0.038679,0.11656
0.0053263,0.026224,0.013196
0.0086755,0.037557,0.085194
0.0073716,0.057153,0.032266
0.0088345,0.033746,0.087861
0.0080916,0.024363,0.12289
0.0084772,0.049225,0.090523
0.0070324,0.031381,0.01354
0.0052779,0.050598,0.032819
0.0096316,0.05853,0.0522
0.010182,0.013727,0.087612
0.0078606,0.064439,0.018171
0.0073295,0.052634,0.032177
0.009154,0.059255,0.049428
0.010369,0.056764,0.055683
0.009804,0.069199,0.047357
0.0098351,0.041831,0.080631
0.0088365,0.0041635,0.074646
0.0092857,0.0065615,0.096142
0.0066792,0.00087646,0.090036
0.0078737,0.055789,0.0058023
0.010641,0.010753,0.085088
0.0095097,0.0069133,0.097934
0.0073776,0.035999,0.066753
0.0059017,0.045099,0.022339
0.013263,0.0099388,0.12328
0.0097315,0.057906,0.077401
0.0089149,0.0027213,0.095606
0.0076833,0.002391,0.091521
0.0065069,0.058536,0.054801
0.0092735,0.010424,0.092665
0.010079,0.029838,0.012564
0.01445,0.0040387,0.12334
0.011041,0.041769,0.048511
0.0094282,0.040194,0.082145
0.0084052,0.05611,0.049194
0.010505,0.015778,0.11321
0.0097768,0.033817,0.089247
0.0093033,0.00055237,0.064755
0.009015,0.037352,0.063819
0.0093047,0.00033776,0.032203
0.0076396,0.039353,0.082826
0.010827,0.068249,0.051955
0.011034,0.012795,0.12181
0.0084826,0.068002,0.06906
0.0073994,0.026489,0.033558
0.013203,0.044065,0.11044
0.0095584,0.016821,0.019192
0.010089,0.061237,0.087959
0.011354,0.03354,0.11958
0.010481,0.046464,0.086346
0.0070488,0.029001,0.027294
0.0065425,0.0034944,0.025499
0.0055308,0.012319,0.025025
0.0085198,0.064268,0.078866
0.0081866,0.052616,0.035422
0.007862,0.056457,0.021681
0.0046189,0.043479,0.024499
0.0096573,0.061926,0.084129
0.0093641,0.044477,0.088543
0.0094095,0.047428,0.086245
0.010581,0.065423,0.054507
0.012456,0.044648,0.079864
0.0086043,0.029282,0.025896
0.0088728,0.032027,0.0049906
0.009602,0.040833,0.089118
0.0077977,0.066852,0.023424
0.0095908,0.035543,0.086057
0.01025,0.058881,0.069563
0.010677,0.0041744,0.10032
0.0059537,0.057108,0.0085186
0.010998,0.017599,0.11506
0.0076078,0.031699,0.01845
0.0079171,0.033348,0.027585
0.0091202,0.019632,0.032824
0.010577,0.00071749,0.082602
0.010386,0.0027619,0.074817
0.0089492,0.05245,0.036189
0.006683,0.042203,0.055894
0.012226,0.010924,0.084431
0.0072139,0.061575,0.020856
0.011357,0.015373,0.11222
0.013022,0.011577,0.086722
0.010751,0.014097,0.11514
0.0071174,0.060415,0.023985
0.0085252,0.019354,0.12266
0.0097444,0.068701,0.072607
0.0074619,0.00076018,0.051459
0.0081804,0.065087,0.039141
0.0091388,0.037028,0.025339
0.0085248,0.040754,0.018364
0.010599,0.0024351,0.059949
0.0097182,0.04215,0.058667
0.011333,0.037798,0.090213
0.006139,0.0012759,0.042247
0.011655,0.016616,0.11158
0.010198,0.060848,0.078366
0.011275,0.040057,0.10022
0.008998,0.03784,0.092316
0.010186,0.059988,0.068031
0.012017,0.012663,0.11671
0.0088973,0.058885,0.070014
0.0070799,0.032799,0.018426
0.0072959,0.067168,0.064021
0.0094922,0.063697,0.015779
0.0093741,0.007901,0.095561
0.010781,0.0034799,0.09487
0.005945,0.042749,0.0097127
0.0092066,0.055347,0.035502
0.0061137,0.016452,0.028175
0.0096906,0.064898,0.081507
0.010883,0.0016402,0.099436
0.008401,0.00057303,0.035014
0.011794,0.003146,0.10195
0.0063751,0.042778,0.045511
0.0079798,0.065167,0.023036
0.0053313,0.063321,0.012267
0.008608,0.042496,0.060054
0.007072,0.03084,0.01098
0.00817,0.033093,0.028911
0.0094606,0.064884,0.080601
0.010611,0.018346,0.023594
0.0095804,0.056373,0.04973
0.012253,0.01139,0.12139
0.010601,0.041011,0.039611
0.0095018,0.02483,0.025336
0.010204,0.060534,0.069984
0.011568,0.049296,0.091232
0.0031325,0.02813,0.015024
0.0093084,0.020589,0.025136
0.0085742,0.035168,0.028146
0.011474,0.046748,0.10675
0.0074474,0.057568,0.021048
0.011478,0.001663,0.10143
0.010562,0.059511,0.078777
0.011645,0.018195,0.11879
0.010858,0.06497,0.083037
0.007345,0.059582,0.0088634
0.01403,0.0077719,0.12412
0.012257,0.0096432,0.08463
0.0090557,0.029272,0.0081247
0.0069389,0.032451,0.033431
0.007907,0.036135,0.030989
0.0081422,0.034115,0.017314
0.0087943,0.057749,0.033351
0.010267,0.017181,0.022866
0.0043369,0.070226,0.027786
0.012208,0.0019408,0.091606
0.0098211,0.068139,0.041558
0.0069713,0.0025678,0.025997
0.010317,0.041652,0.063821
0.012581,0.042047,0.093985
0.0088502,0.012049,0.024219
0.014806,0.0036144,0.090284
0.0040576,0.00052886,0.040266
0.0051539,-9.5999e-05,0.037434
0.007403,0.00037324,0.10498
0.01298,0.060859,0.091438
0.0087524,0.046507,0.058307
0.011272,0.068531,0.063245
0.013016,0.036234,0.11689
0.012791,0.0017203,0.094206
0.014009,0.0305,0.12039
0.011195,0.0531,0.091704
0.012589,0.041382,0.099214
0.0078555,0.0015199,0.074829
0.0097103,0.052332,0.03898
0.011126,0.013845,0.026382
0.013072,0.013879,0.11618
0.0097915,0.051742,0.036115
0.011357,0.049712,0.096597
0.0121,0.069183,0.036116
0.012124,0.042011,0.092307
0.010308,0.035007,0.0029771
0.0085428,0.055797,0.020479
0.0094605,0.061497,0.050809
0.0096961,0.067518,0.024019
0.011394,0.037734,0.06683
0.013306,0.021202,0.12151
0.0096824,0.041754,0.044225
0.014068,0.067121,0.056818
0.015166,0.024414,0.12141
0.01023,0.033424,0.017745
0.0127,0.00048192,0.098213
0.010392,0.047861,0.055808
0.011535,0.048696,0.092546
0.010312,0.050724,0.038132
0.014293,0.043898,0.10531
0.010318,0.018238,0.030326
0.0093749,0.043502,0.02023
0.011391,0.012862,0.085779
0.012683,0.064946,0.084666
0.010905,0.018648,0.029997
0.011285,0.067947,0.077287
0.014166,0.042145,0.080193
0.010164,0.063421,0.01566
0.008554,0.055205,0.057837
0.0075799,0.043691,0.0078758
0.0087386,0.042661,0.021404
0.0090025,0.055648,0.03602
0.010408,0.061201,0.050818
0.011165,0.022172,0.023159
0.01071,0.043104,0.056944
0.012566,0.055864,0.10021
0.010343,0.03935,0.0032314
0.013162,0.058756,0.093373
0.0094883,0.055033,0.01832
0.013283,0.056123,0.054767
0.0089692,0.064198,0.016804
0.010372,0.038754,0.062688
0.012445,0.065075,0.037261
0.011685,0.047122,0.097961
0.014093,0.014352,0.12018
0.011756,0.063513,0.051507
0.0098757,0.0011502,0.072132
0.0073198,0.03049,0.017301
0.012027,0.0034641,0.075232
0.012487,0.047495,0.081212
0.016946,0.044823,0.10718
0.009687,0.0012551,0.12025
0.014221,0.042915,0.042241
0.010244,0.03986,0.0019128
0.0085185,0.04301,0.0089507
0.0098609,0.054745,0.019599
0.011693,0.05309,0.040381
0.011904,0.026387,0.031691
0.011681,0.044822,0.10031
0.014539,0.067017,0.040893
0.011305,0.046115,0.064772
0.013857,0.04205,0.041394
0.011062,0.039069,0.066778
0.012972,0.0007502,0.09069
0.011673,0.046565,0.061212
0.0096166,0.058224,0.037199
0.012683,0.052311,0.096905
0.010499,0.028951,0.032331
0.013329,0.011753,0.085494
0.0121,0.044141,0.065971
0.010647,0.050144,0.058513
0.012718,0.0079718,0.089775
0.0082293,0.041722,0.021106
0.010438,0.05659,0.016064
0.013029,0.056692,0.097203
0.012372,0.049757,0.089122
0.0098629,0.063028,0.012889
0.010718,0.016823,0.11244
0.013933,0.026131,0.10094
0.0088042,0.00038179,0.076258
0.0081536,0.050138,0.0065908
0.017637,0.040613,0.11318
0.015032,0.00050967,0.10709
0.013739,0.053116,0.10076
0.014024,0.025192,0.10118
0.012818,0.00031135,0.11608
0.012263,0.045668,0.048514
0.0097981,0.045421,0.055201
0.013275,0.047529,0.10219
0.013102,0.0026043,0.10261
0.014106,0.016783,0.11117
0.013471,0.049007,0.10444
0.011893,0.050735,0.059845
0.010764,0.054701,0.039922
0.01092,0.0036429,0.025617
0.012003,0.04167,0.064838
0.013759,0.026151,0.10672
0.011563,0.066008,0.057372
0.011449,0.037683,0.024394
0.0092184,0.0043494,0.0254
0.011837,0.036759,0.064401
0.01445,0.047719,0.083696
0.014891,0.048089,0.082741
0.010349,0.020461,0.013129
0.0087764,0.0010388,0.05544
0.012836,0.055875,0.093538
0.0095819,0.040834,0.0064152
0.010617,0.027051,0.023671
0.013487,0.045408,0.09711
0.013635,0.069277,0.031818
0.013687,0.027669,0.10609
0.014032,0.011753,0.12207
0.0096259,0.059678,0.01657
0.010733,0.044687,0.0012067
0.013366,0.04257,0.079331
0.011206,0.0013408,0.048142
0.010869,0.068043,0.02472
0.011839,0.065222,0.016673
0.0099017,0.022669,0.033259
0.0084395,0.041404,0.054883
0.016985,0.068017,0.069525
0.01556,0.0076317,0.08607
0.012341,0.048799,0.034327
0.012324,0.059586,0.014386
0.010435,0.059717,0.034871
0.013129,0.052564,0.062345
0.012688,0.054635,0.059229
0.011563,0.049067,0.036025
0.015864,0.042929,0.054724
0.010057,0.061157,0.009939
0.0058458,0.01999,0.017093
0.01296,0.065443,0.051066
0.014967,0.024553,0.10104
0.012262,0.052282,0.017945
0.014585,0.042872,0.080691
0.011254,0.035473,0.00071006
0.013896,0.046016,0.077581
0.010323,0.029018,0.010449
0.011011,0.053949,0.036199
0.011063,0.061356,0.057946
0.012635,0.046431,0.065414
0.01667,0.01727,0.12215
0.012673,0.065873,0.038973
0.012935,0.032755,0.026566
0.012306,0.060886,0.013798
0.013649,0.035569,0.064797
0.014548,0.048898,0.062121
0.01688,0.0051615,0.12315
0.011372,0.042178,0.01844
0.013645,0.035418,0.020691
0.014062,0.067398,0.048966
0.012831,0.040185,0.0099813
0.012209,0.035009,0.021935
0.015671,0.017629,0.11058
0.011044,0.036537,0.0037474
0.013104,0.04857,0.059233
0.013763,0.00056682,0.10043
0.011129,0.045674,0.046305
0.016205,0.032748,0.11727
0.010416,0.030766,0.027627
0.013109,0.044051,0.04841
0.013874,0.036777,0.065129
0.011986,0.0058995,0.023628
0.0059282,0.0036605,0.060094
0.011793,0.033578,0.01595
0.016114,0.028693,0.11962
0.020485,0.001708,0.10168
0.01413,0.028389,0.1085
0.0109,0.039854,0.0055703
0.015007,0.055638,0.091052
0.014501,0.0082679,0.088863
0.0089312,0.04424,0.013129
0.011821,0.050157,0.034159
0.01529,0.024552,0.10428
0.013094,0.026455,0.022724
0.015755,0.017966,0.11756
0.013336,0.0019778,0.032661
0.016158,0.024794,0.10859
0.01396,0.052204,0.062791
0.015639,0.046301,0.10234
0.012997,0.041347,0.016254
0.014821,0.029244,0.10831
0.012054,0.040599,0.065055
0.012395,0.061645,0.014287
0.015678,0.017842,0.11244
0.016635,0.034786,0.11472
0.010668,0.03132,0.0024028
0.011723,0.060952,0.010456
0.014172,0.015411,0.030803
0.012802,0.051896,0.039325
0.012369,0.04802,0.082091
0.012654,0.066929,0.037449
0.016344,0.025123,0.097727
0.0091883,0.039769,0.041352
0.012966,0.05346,0.019352
0.015682,0.059126,0.03608
0.013593,0.06674,0.050324
0.014984,0.00030005,0.096073
0.015446,0.024342,0.10638
0.01462,0.033078,0.022705
0.016773,0.052913,0.098742
0.015361,0.023382,0.021566
0.010928,0.027953,0.0068232
0.012889,0.044881,0.059956
0.01442,0.055678,0.039331
0.013501,0.057682,0.093262
0.013564,0.051483,0.03037
0.017037,0.0037203,0.12199
0.017089,0.055936,0.09138
0.014253,0.0033617,0.092556
0.010985,0.011186,0.02459
0.017354,0.0010616,0.111
0.01523,0.027225,0.0080081
0.013749,0.034559,0.062492
0.015567,0.060394,0.090908
0.015938,0.0017935,0.10479
0.015157,0.027123,0.0076038
0.01474,0.027006,0.032932
0.013565,0.0010062,0.071182
0.01334,0.057562,0.05824
0.015762,0.0095761,0.08577
0.014638,0.052196,0.061694
0.01626,0.0015918,0.11868
0.012403,0.040478,0.014486
0.011979,0.048132,0.0011247
0.017012,0.001717,0.058659
0.015828,0.0078557,0.0896
0.013827,0.029772,0.029596
0.015602,0.023169,0.10607
0.012964,0.059712,0.013082
0.017023,0.025722,0.11003
0.015261,0.045362,0.076842
0.014444,0.053806,0.079043
0.013111,0.033182,0.028022
0.016395,0.046899,0.077305
0.013286,0.048465,0.056216
0.011788,0.042196,0.039179
0.01689,0.032022,0.014694
0.016706,0.056084,0.093966
0.016237,0.04469,0.049066
0.01261,0.003681,0.026993
0.016001,0.036324,0.061547
0.014676,0.05249,0.084864
0.010114,0.037201,0.028604
0.016625,0.040846,0.037607
0.01068,0.057051,0.0043891
0.014729,0.049062,0.03036
0.013554,0.038183,0.0059175
0.017178,0.026278,0.094069
0.017204,0.028092,0.11364
0.012155,0.038033,0.0043461
0.017352,0.047491,0.10283
0.014867,0.034767,0.060217
0.017685,0.027295,0.1173
0.014976,0.027905,0.025255
0.019959,0.021078,0.11964
0.013672,0.0054701,0.025809
0.015799,0.022235,0.12015
0.012601,0.068717,0.027571
0.014641,0.04219,0.011005
0.01654,0.0045946,0.089941
0.014936,0.048905,0.033065
0.014997,0.021723,0.021861
0.015733,0.035586,0.023751
0.014045,0.014761,0.021134
0.017319,0.024528,0.095241
0.014136,0.04985,0.076915
0.014394,0.063544,0.087576
0.014033,0.042603,0.013822
0.016167,0.051754,0.079181
0.014171,0.053089,0.013327
0.015406,0.055913,0.0351
0.01577,0.060531,0.054808
0.017547,0.03201,0.11354
0.016815,0.018655,0.10924
0.01477,0.047062,0.081778
0.017704,0.031014,0.11076
0.017865,0.018222,0.11316
0.019373,0.066185,0.077552
0.012557,0.039128,-0.0019699
0.016177,0.039656,0.039012
0.017278,0.028481,0.10168
0.016223,0.031879,0.019505
0.016698,0.051374,0.027257
0.01177,0.020335,0.032615
0.017557,0.027081,0.10689
0.013394,0.029352,0.0099832
0.012641,0.03744,0.025028
0.017418,0.0089264,0.088726
0.0095259,0.053685,0.0034992
0.017789,0.022834,0.11129
0.018171,0.042344,0.037975
0.014014,0.0020532,0.075531
0.017072,0.020043,0.10837
0.017336,0.022116,0.11637
0.013777,0.029913,0.026441
0.020516,0.016962,0.12382
0.014113,0.052729,0.018003
0.014058,0.042965,0.11234
0.018719,0.010392,0.090888
0.016934,0.059418,0.089885
0.014772,0.0039475,0.030023
0.012795,0.032933,0.014385
0.017865,0.049243,0.10122
0.013324,0.052243,0.015265
0.01815,0.055686,0.084613
0.017895,0.047457,0.050596
0.0095859,0.061923,0.035111
0.016589,0.034709,0.060499
0.012807,0.025004,0.0084802
0.01508,0.050914,0.036341
0.014823,0.066358,0.019161
0.017187,0.04805,0.075796
0.015052,0.040935,0.039538
0.01809,0.024852,0.097251
0.017912,0.0091036,0.12415
0.016155,0.034876,0.059201
0.016772,0.03987,0.059141
0.02047,0.0012502,0.090854
0.018801,0.0035947,0.11912
0.013901,0.031766,0.016074
0.016898,0.057052,0.089057
0.014449,0.046495,0.054165
0.017918,0.055156,0.097617
0.017241,0.049658,0.027644
0.015561,0.033867,-0.0043244
0.019412,0.00091927,0.032856
0.01604,0.062071,0.052692
0.013904,0.056498,0.016987
0.019005,0.055987,0.050621
0.016728,0.00010251,0.086959
0.015065,0.047572,0.045227
0.018935,0.019284,0.11427
0.019008,0.04497,0.10762
0.015936,0.025261,0.022853
0.014586,0.057486,0.056627
0.017912,0.002633,0.10616
0.019667,0.065051,0.053557
0.017909,0.020628,0.023832
0.015959,0.025345,0.0017008
0.014696,0.039177,0.0055974
0.017397,0.015522,0.1238
0.016905,0.034704,0.059623
0.012587,0.046999,0.052866
0.018245,0.02472,0.093384
0.015764,0.029275,0.028805
0.017461,0.033388,0.11392
0.016683,0.055433,0.037965
0.018623,0.0090675,0.09241
0.016785,0.040066,0.055746
0.018636,0.030733,0.0085033
0.015505,0.01296,0.029194
0.018583,0.044462,0.042436
0.017595,0.059492,0.040584
0.014417,0.010103,0.026501
0.01791,0.036607,0.06125
0.017135,0.004215,0.10342
0.020393,0.043928,0.10865
0.018501,0.0048341,0.10272
0.016137,0.057292,0.081913
0.015264,0.041168,0.059198
0.01459,0.040091,0.010348
0.018779,0.056823,0.05328
0.017767,0.053093,0.086722
0.016894,0.051811,0.087269
0.016987,0.056793,0.077931
0.015263,0.041292,0.01088
0.020622,0.013899,0.12384
0.017867,0.005918,0.09241
0.018014,0.048586,0.073744
0.015072,0.040662,0.0073822
0.016764,0.0074807,0.029407
0.01971,0.057774,0.094378
0.015906,0.068073,0.059209
0.018051,0.058949,0.085858
0.019479,0.054074,0.099423
0.020958,0.0011584,0.095252
0.019382,0.0045825,0.091191
0.01585,0.025711,0.026252
0.016851,0.029936,0.023383
0.016883,0.028276,0.024012
0.01783,0.029385,0.025122
0.01764,0.065972,0.042668
0.020355,0.031622,0.012811
0.019176,0.0077518,0.11004
0.014399,0.015161,0.022845
0.019589,0.0053297,0.10879
0.016241,0.0016001,0.042442
0.0165,0.0029628,0.075927
0.018653,0.027042,0.093902
0.018126,0.065487,0.048803
0.0161,0.0016578,0.040219
0.020472,0.028733,0.10994
0.017317,0.057956,0.079292
0.019596,0.0052109,0.11995
0.019389,0.0094092,0.090079
0.017959,0.0419,0.053076
0.014467,0.00067387,0.089703
0.017108,0.034364,0.01975
0.019928,0.00077331,0.077644
0.017539,0.057572,0.069274
0.019509,0.0065551,0.10448
0.018089,0.045668,0.039239
0.018956,0.023852,0.1133
0.014055,0.041242,0.037303
0.017147,0.040754,0.037874
0.015191,0.061127,0.014512
0.019822,0.0078502,0.10688
0.018893,0.0036981,0.11534
0.016382,0.057837,0.010485
0.01616,0.045502,-0.0030569
0.022572,0.021686,0.12067
0.018091,0.027254,0.094118
0.01664,0.054142,0.001054
0.016914,0.017155,0.031854
0.019942,0.007721,0.10774
0.017492,0.051002,0.072655
0.019673,0.0053493,0.10877
0.016785,0.035639,0.021093
0.01558,0.061196,0.038137
0.016861,0.018427,0.022371
0.01649,0.05136,0.015091
0.019945,0.03169,0.097618
0.017639,0.049227,0.07302
0.018038,0.055168,0.0352
0.017921,0.052448,0.075331
0.015342,0.056836,0.012238
0.018495,0.049367,0.028018
0.021532,0.013313,0.12265
0.0182,0.056488,0.068528
0.016766,0.052692,0.053908
0.01984,0.0097685,0.10912
0.020617,0.032456,0.10876
0.017393,0.045727,0.051862
0.017599,0.053129,0.076933
0.020534,0.064053,0.081703
0.019479,0.063998,0.050229
0.017025,0.031027,0.026452
0.019616,0.0056209,0.10315
0.019078,0.029597,0.09728
0.020983,0.0014957,0.082656
0.014383,0.00084574,0.047267
0.018789,0.027,0.10357
0.019488,0.02755,0.0064526
0.016811,0.02529,0.022097
0.015878,0.0014297,0.03225
0.019912,0.060962,0.083511
0.021797,0.027645,0.11499
0.017295,0.0099552,0.029871
0.02044,0.0026619,0.10272
0.021291,0.016906,0.013378
0.027474,0.00072903,0.052962
0.0191,0.051064,0.071206
0.017762,0.058001,0.039819
0.017744,0.039007,0.039024
0.017973,0.038208,0.039593
0.019565,0.029827,0.098614
0.020789,0.0083243,0.030521
0.015518,0.053294,0.029658
0.019033,0.041325,0.057557
0.020321,0.034242,0.11212
0.017853,0.0019964,0.02923
0.015618,0.023133,0.027866
0.021741,0.005312,0.11639
0.018185,0.030916,0.018938
0.019525,0.038476,0.11331
0.016747,0.0015493,0.030018
0.018278,0.033692,0.020282
0.017741,0.050827,0.014021
0.016662,0.064236,0.039107
0.014376,0.027686,-0.00093989
0.018965,0.00054001,0.099785
0.018165,0.027767,0.020568
0.02071,0.037796,0.061807
0.020387,0.048271,0.10042
0.020503,0.053003,0.10036
0.020415,0.031997,0.09291
0.016903,0.063648,0.0369
0.017627,0.026196,0.01562
0.018097,0.051002,0.013704
0.017958,0.056941,0.0091956
0.01875,0.059449,0.083328
0.020854,0.036632,0.11246
0.017375,0.024606,0.03366
0.018329,0.029349,0.018048
0.017876,0.039202,0.056598
0.021506,0.002317,0.094139
0.021923,0.001851,0.11299
0.018641,0.021789,0.0069565
0.016261,0.062703,0.015109
0.020635,0.0014855,0.076617
0.019192,0.06219,0.052791
0.018579,0.037371,0.040131
0.019536,0.0407,0.057018
0.019079,0.062493,0.042171
0.018424,0.030092,0.021769
0.019286,0.056493,0.076116
0.016587,0.021384,0.033993
0.020214,0.024073,-0.0041795
0.019348,0.025332,0.09354
0.019383,0.05833,0.086217
0.019737,0.042925,0.036959
0.015628,0.051741,6.4826e-05
0.021199,0.030267,0.1022
0.020335,0.0097394,0.10806
0.018469,0.023896,0.015476
0.017036,0.040913,0.035678
0.019936,0.018724,0.033565
0.01842,0.023211,0.023275
0.01975,0.057921,0.066773
0.019893,0.0088962,0.093122
0.017358,0.05685,0.033049
0.022609,0.033857,0.093373
0.021555,0.061671,0.081107
0.018995,0.049781,0.028876
0.020008,0.043107,0.049832
0.019841,0.037167,0.061925
0.020497,0.059311,0.081883
0.020495,0.034257,0.099719
0.019289,0.0024555,0.076097
0.018226,0.048206,0.045594
0.01936,0.042162,0.052515
0.018837,0.028625,0.021483
0.024419,0.042494,0.033211
0.020038,0.026014,0.10001
0.014756,0.058389,0.0054109
0.017236,0.028708,0.017965
0.018003,0.022405,0.0287
0.02121,0.011298,0.1131
0.017065,0.02557,0.025101
0.019105,0.04294,0.038516
0.018652,0.025629,0.02025
0.019333,0.010015,0.030677
0.019221,0.065459,0.035735
0.018898,0.06522,0.046063
0.02316,0.054296,0.099052
0.023362,0.0098752,0.11226
0.021557,0.0027416,0.091123
0.016594,0.035935,-0.0049695
0.020716,0.053872,0.070067
0.021575,0.02396,0.094701
0.019969,0.059058,0.064882
0.022175,0.012061,0.1129
0.015801,0.033095,0.015149
0.018009,0.059862,0.067218
0.022281,0.012516,0.11952
0.022035,0.011224,0.090215
0.020116,0.053382,0.052283
0.023223,0.0074038,0.11981
0.017897,0.058348,0.069884
0.019841,0.052692,0.074473
0.021744,0.02936,0.0065591
0.022702,0.037562,0.10908
0.021709,0.042814,0.030899
0.020132,0.054812,0.0080422
0.018528,0.067321,0.058076
0.019584,0.027914,-0.006995
0.024243,0.028802,0.1099
0.020757,0.061337,0.061118
0.019664,0.025328,0.015047
0.019665,0.0011517,0.046368
0.022068,0.010601,0.088735
0.021406,0.021104,0.021128
0.021938,0.045594,0.094932
0.018962,0.0017802,0.056053
0.020615,0.046613,0.10426
0.010982,0.00093425,0.062599
0.021654,0.034261,0.10659
0.021708,0.042507,0.094013
0.02343,0.056821,0.073736
0.02199,0.035132,0.092402
0.019022,0.050348,0.047795
0.021492,0.007936,0.093193
0.017187,0.06436,0.016847
0.022522,0.043803,0.10625
0.02118,0.0018164,0.10524
0.019438,0.061006,0.063468
0.022959,0.061873,0.049565
0.021887,0.010859,0.10932
0.023602,0.044638,0.033709
0.022313,0.045788,0.10165
0.021495,0.017174,0.021354
0.017565,0.042342,0.03451
0.021753,0.038337,0.093247
0.021652,0.060609,0.085079
0.020433,0.067157,0.068803
0.023691,0.027729,0.11618
0.015442,0.032968,0.012438
0.019428,0.044464,0.04329
0.016056,0.018719,0.011109
0.021076,0.027837,0.024593
0.024265,0.00065319,0.11273
0.020465,0.064391,0.017684
0.019783,0.054912,0.032662
0.020593,0.021967,0.016097
0.02283,0.040979,0.096904
0.016148,0.0020658,0.073359
0.0204,4.1761e-05,0.087433
0.021649,0.043562,0.039167
0.021365,0.05966,0.072195
0.01997,0.04108,0.059031
0.019802,0.0035308,0.076166
0.01889,0.051831,0.025923
0.020896,0.039519,0.063718
0.026119,0.050263,0.10091
0.022529,0.064053,0.078143
0.022651,0.058749,0.092262
0.0207,0.066195,0.057663
0.020411,0.021777,0.033671
0.022355,0.046622,0.096224
0.023302,0.0031781,0.076097
0.021553,0.01377,0.030608
0.023449,0.010898,0.11794
0.019903,0.021621,0.027737
0.023195,0.035452,0.093737
0.02143,0.059756,0.033571
0.022686,0.0012376,0.10314
0.024805,0.025329,0.10286
0.021314,0.055524,0.052738
0.021319,0.064921,0.046296
0.023245,0.011395,0.1123
0.02318,0.058881,0.049255
0.023609,0.042983,0.1021
0.024017,0.0029271,0.1186
0.021428,0.05302,0.023142
0.022946,0.065188,0.072577
0.021485,0.041739,0.056722
0.022615,0.060116,0.088544
0.020166,0.051894,0.024775
0.021057,0.0085964,0.089501
0.021583,0.059818,0.063083
0.022244,0.05588,0.032664
0.023627,0.040952,0.10256
0.020162,0.0010778,0.051507
0.023996,0.01212,0.12012
0.021734,0.065612,0.024336
0.017336,0.052541,0.012125
0.019489,0.039715,-0.0044051
0.024471,0.061961,0.082243
0.015633,0.046473,0.043168
0.021983,0.066133,0.066277
0.02282,0.064069,0.05906
0.019512,0.0022348,0.039137
0.027121,0.021872,0.11973
0.021661,0.06046,0.079488
0.027993,0.015634,0.12175
0.018917,0.026048,0.019106
0.018589,0.016858,0.031328
0.022507,0.058934,0.069948
0.020928,0.040546,0.062686
0.021092,0.01989,0.033609
0.018553,0.023928,-0.0012797
0.02081,0.063169,0.061144
0.022866,0.009628,0.028539
0.023222,0.057629,0.075943
0.023867,0.035148,0.10665
0.02038,0.015164,0.01915
0.022046,0.062797,0.068074
0.023235,0.043479,0.099266
0.026502,0.0029138,0.088508
0.021179,0.027379,0.099526
0.023355,0.044072,0.099787
0.023703,0.024206,0.095521
0.021213,0.03382,0.010968
0.021644,0.025444,0.097625
0.022798,0.040463,0.096495
0.021383,0.066086,0.062297
0.019045,0.029018,0.022505
0.021337,0.0035017,0.0935
0.028852,0.0016992,0.087134
0.021699,0.04333,0.059045
0.023279,0.062158,0.074827
0.02373,0.035969,0.096981
0.021923,0.064277,0.034577
0.019544,0.00073347,0.030295
0.020457,0.032892,0.012921
0.020773,0.06143,0.037204
0.021606,0.0030017,0.028788
0.024146,0.042753,0.041261
0.018922,0.054172,0.0096413
0.023946,0.041015,0.10238
0.02116,0.049422,0.10022
0.02046,0.02545,0.024828
0.023204,0.063502,0.07637
0.021728,0.042136,0.030807
0.023404,0.062231,0.06755
0.023826,0.038507,0.062599
0.024652,0.06456,0.060842
0.020845,0.030499,0.0068685
0.019264,0.034352,-0.0054249
0.022461,0.018145,0.02162
0.024583,0.041889,0.029625
0.023994,0.0087419,0.085434
0.021981,0.051351,0.024834
0.021852,0.064645,0.062938
0.021245,0.020932,0.027685
0.02083,0.044475,0.053736
0.025031,0.044122,0.10298
0.021029,0.054052,0.0065729
